text,summary
احمد عظوم تعيينه اليوم وزيرا للشوؤن الدينيه فى بالقيروان متحصل الاجازه فى الحقوق سنه وقد التحق بسلك القضاء فى قاضيا لناحيه القيروان فى تتم تسميته رئيسا للمحكمه الابتدائيه بنفس الجهه فى فرئيسا للمحكمه الابتدائيه بالمهديه فى احمد عظوم التوالى رئيسا للمحكمه الابتدائيه بالمنستير فى ورئيسا لمحكمه الاستئناف ببنزرت فى وفى جانفى كاتب دوله وزير الماليه مكلفا باملاك الدوله الى تولى مهام وزير املاك الدوله وتم تعيينه فى موفقا اداريا رئيسا للهيئه العليا للرقابه الاداريه والماليه متزوج واب لثلاثه ابناء,وُلد أحمد عظوم الذي تمّ تعيينه اليوم وزيرا للشوؤن الدينية فى 12 جويلية 1954 بالقيروان.
كون السماء اليوم الاحد مغشاه بسحب احيانا كثيفه باغلب الجهات امطار متفرقه الحين والاخر وتكون مؤقتا رعديه وتهب الريح القطاع الغربي قويه نسبيا كلم قرب السواحل وضعيفه فمعتدله كلم داخل البلاد وتتجاوز مؤقتا كلم اثناء ظهور السحب الرعديه ويكون البحر مضطربا فقليل الاضطراب بالسواحل الشرقيه والحراره انخفاض بالشمال والوسط تتراوح القصوى درجه وفي حدود بالمرتفعات وبين درجه بالجنوب,"والحرارة في انخفاض خاصة بالشمال والوسط حيث تتراوح القصوى بين 15 و19 درجة وفي حدود 12 بالمرتفعات وبين 19 و23 درجة بالجنوب. 
كون السماء، اليوم الاحد، مغشاة بسحب أحيانا كثيفة بأغلب الجهات مع أمطار متفرقة بين الحين والآخر وتكون مؤقتا رعدية. ويكون البحر مضطربا فقليل الاضطراب بالسواحل الشرقية."
ادى وفد برلماني مقاطعه بفاريا اليوم زياره مؤسسه ليوني سوسه وقال مدير عام شركه ليوني محمد العربي رويس الزياره تاتي اطار تعزيز التعاون مجال التكوين المهني واضاف الوفد ادى زياره وحده الانتاج BMW والتي كانت قامت بانتداب عدد المتحصلين شهادات البكالوريا لتكوين اطارات بالمؤسسه واساتذه مركز التكوين بسوسه النموذج الالماني وفق تعبيره,"أدى وفد برلماني من مقاطعة ""بفاريا"" اليوم زيارة إلى مؤسسة ""ليوني"" في سوسة. وقال مدير عام شركة ""ليوني""، محمد العربي رويس إن الزيارة تأتي في إطار تعزيز التعاون في مجال التكوين المهني."
افادت وزاره الداخليه بانه اليوم الاثنين حادث مرور انزلاق حافله للتلاميذ واصطدامها باسوار الضيعات الكائنه بمنطقه جبل بمرناق ولايه بن عروس وكانت الحافله حوالي تلميذا باتجاه المدرسه بمرناق عنه اصابه عدد التلاميذ باصابات متفاوته الخطوره,أفادت وزارة الداخلية بأنه جدّ صباح اليوم الاثنين حادث مرور تمثّل في إنزلاق حافلة للتلاميذ وإصطدامها بأسوار إحدى الضيعات الكائنة بمنطقة جبل الرّصاص بمرناق من ولاية بن عروس. وكانت الحافلة تقلّ حوالي 45 تلميذا باتجاه المدرسة الإعداديّة بمرناق ممّا إنجرّ عنه إصابة عدد من التلاميذ بإصابات متفاوتة الخطورة.
قال وزير التنميه والاستثمار والتعاون الدولي محمد الفاضل عبد الكافي قانون الاستثمار الجديد سيدخل حيز التطبيق غره القادم واضاف عبد الكافي خلال ندوه صحفيه انعقدت اليوم بمقر رئاسه الحكومه القانون الجديد شانه تبسيط الاجراءات الاداريه والقانونيه والتشجيع احداث المؤسسات وتحسين مناخ الاعمال وفي سياق متصل اكد وزير التنميه تقدم المشاريع المعلن عنها مؤتمر الاستثمار تونس عوده البنك الافريقي للتنميه اضافه مصنع شركه بيجو لتركيب السيارات,"وفي سياق متصل، أكد وزير التنمية تقدم المشاريع المعلن عنها في مؤتمر الاستثمار تونس 2020 ، من ذلك عودة البنك الافريقي للتنمية، إضافة إلى مصنع شركة ""بيجو"" لتركيب السيارات. وأضاف عبد الكافي خلال ندوة صحفية انعقدت اليوم بمقر رئاسة الحكومة أن القانون الجديد من شأنه تبسيط الاجراءات الادارية والقانونية والتشجيع على إحداث المؤسسات وتحسين مناخ الأعمال. 
قال وزير التنمية والاستثمار والتعاون الدولي، محمد الفاضل عبد الكافي إن قانون الاستثمار الجديد سيدخل حيز التطبيق في غرة أفريل القادم."
قال الامين العام للاتحاد العام التونسي للشغل حسين العباسي المنتظر ان تنطلق المفاوضات الاجتماعيه بالنسبه للقطاع الخاص خلال الاسبوع واضاف العباسي هامش ندوه وطنيه حول الاقتصاد الاجتماعي التضامني الاتحاد سيحث منظمه الاعراف امضاء بلاغ مشترك الطرفين لتنطلق المفاوضات بخصوص القطاع الخاص,"وأضاف العباسي على هامش ندوة وطنية حول الاقتصاد الاجتماعي و التضامني أن الاتحاد سيحث منظمة الأعراف على إمضاء بلاغ مشترك بين الطرفين لتنطلق المفاوضات بخصوص القطاع الخاص. 
قال الأمين العام للاتحاد العام التونسي للشغل حسين العباسي إنه من المنتظر ان تنطلق المفاوضات الاجتماعية بالنسبة للقطاع الخاص خلال هذا الأسبوع."
قامت مجموعه ارهابيه مسلحه الجمعه باقتحام منزل متساكني منطقه البرايكيه منطقه سلته المتاخمه لجبل مغيله التابعه لمعتمديه جلمه بولايه سيدي بوزيد قصد التزود بالمواد الغذائيه وفق افاد مصدر امني بالمنطقه واوضح المصدر تصريح لمراسله وكاله تونس افريقا للانباء بالجهه العناصر الارهابيه داهمت المنزل ساعه متاخره وطالبوا صاحب المسكن ببعض المواد الغذائيه استجاب وعادوا ادراجهم الى الجبل حد قوله يشار اليوم السبت منع انشطه ترفيهيه وتثقيفيه لفائده تلاميذ المدرسه الابتدائيه سلته القريبه منطقه البرايكيه تمت عمليه الاقتحام,"يشار إلى أنّه تمّ اليوم السبت، منع أنشطة ترفيهية وتثقيفية لفائدة تلاميذ المدرسة الابتدائية ""سلتة 2"" القريبة من منطقة البرايكية أين تمت عملية الاقتحام."
اعلن رئيس مجلس نواب الشعب محمد الناصر انه تقرر تخصيص جزء الجلسه العامه اليوم الثلاثاء للتداول حول الاوضاع تطاوين نظرا للاوضاع الراهنه بالولايه وفي نقل مباشر لاعمال الجلسه تمت تلاوه الفاتحه بدء الجلسه العامه ترحما روح الشاب انور السكرافي سقط مواجهات عنيفه الامن,أعلن رئيس مجلس نواب الشعب، محمد الناصر، أنه تقرر تخصيص جزء من الجلسة العامة اليوم الثلاثاء للتداول حول الأوضاع في تطاوين نظرا للأوضاع الراهنة بالولاية. وفي نقل مباشر لأعمال الجلسة تمت تلاوة الفاتحة عند بدء الجلسة العامة ترحما على روح الشاب أنور السكرافي الذي سقط أمس في مواجهات عنيفة مع الأمن.
عدد اهالي مدينه القلعه الكبرى استيائهم الانقطاع المفاجئ للتيار الكهربائي عدد مواطني الجهه اتصال هاتفي بالجوهره قطع التيار الكهربائي عده مناطق الجهه شمل المعهد الثانوي علي بورقيبه اجبر اداره المعهد مطالبه التلاميذ بمغادره المعهد بسبب تواصل انقطاع التيار الكهربائي وحاولنا الاتصال بممثل الشركه التونسيه للكهرباء الغاز يتسن الحصول كتابه الاسطر,عبّر عدد من أهالي مدينة القلعة الكبرى عن استيائهم من الانقطاع المفاجئ للتيار الكهربائي. وحاولنا الاتصال بممثل عن الشركة التونسية للكهرباء و الغاز و لم يتسن لنا الحصول على أيّ ردّ إلى حدّ كتابة هذه الأسطر.
تحيي تونس اليوم الذكرى لرحيل الزعيم الحبيب بورقيبه وتحتضن المنستير مراسم احياء الذكرى اشراف رئيس الجمهوريه الباجي قائد السبسي وبحضور عده وزراء وشخصيات وطنيه وسياسيه وقال وزير التربيه ناجي جلول تصريح لمراسله الجوهره اف ام الزعيم بورقيبه اختزل تاريخ تونس وكل مكونات الحضاره التونسيه لذلك تعد ذكرى وفاته ذكرى وطنيه جهته قال وزير النقل انيس غديره تونس تفتخر بتاريخها وبتاريخ الحركه الوطنيه مضيفا عرس الاحتفال بذكرى رحيل الزعيم يعتبر رساله قويه لكل نضالات رجال تونس مفادها الامناء الشعب ينسوا تضحيات زعماء اسسوا الدوله الحديثه وزيره الشباب والرياضه ماجدولين الشارني المكاسب المجاهد الاكبر للمراه وفق تعبيرها مضيفه الذكرى يحتفل تونسي حر المؤرخ رجاء فرحات فقد اعتبر الزعيم الحبيب بورقيبه يتعرض حمله تشويه ونقد طرف قوى تكره الدوله التونسيه الحديثه وترفض الشعب التونسي الصغير العدد والامكانيات واضاف الحمله عمليه مزيفه هدفها تدمير المدرسه وحقوق المراه وحريه المجتمع التونسي مؤكدا الشعب التونسي يتخلى المكاسب وواكب الذكرى المناضلين عاشوا الزعيم الراحل غرار الهادي صقونده قال الزعيم بورقيبه قاد تونس الاستقلال واسس الدوله الحديثه ونهض بتونس وسار المعالي واكد واجب تونسي الذكرى الخالده الوقوف توجيهات وتوصيات بورقيبه داعيا الاجيال القادمه حب تونس والاخلاص ونقل المناضل مصطفى راشد لمراسله الجوهره اف ام قول بورقيبه اصاب تونس مكروه سيكون اولادها ولن يصيبها اذى الخارج فالخطر يهددها الداخل مشددا ضروره الوحده حول تونس لحمايتها,"وقال وزير التربية ناجي جلول في تصريح لمراسلة الجوهرة اف ام، إن الزعيم بورقيبة اختزل تاريخ تونس وكل مكونات الحضارة التونسية، لذلك تعد ذكرى وفاته ذكرى وطنية. وتحدّثت وزيرة الشباب والرياضة ماجدولين الشارني عن المكاسب الذي حقّقها ""المجاهد الأكبر"" للمرأة، وفق تعبيرها، مضيفة أن هذه الذكرى يحتفل بها كل تونسي حر. وأكد أن من واجب كل تونسي في هذه الذكرى الخالدة، الوقوف على توجيهات وتوصيات بورقيبة، داعيا الأجيال القادمة إلى حب تونس والإخلاص لها."
اعلنت الشركه التونسيه للكهرباء والغاز اقليم سوسه الشماليه بلاغ اليوم الجمعه التيار الكهربائي سينقطع بسبب اشغال الصيانه يوم الاحد الساعه الثامنه صباحا الساعه الثانيه الزوال بالمناطق التاليه اكوده شارع الاستقلال وادي الجنان حي الورفلي باب القوس شارع الهادي نويره وشط الرمان القلعه الصغرى شارع شارع الحبيب بورقيبه الصباغين النقر شراقي حفره شمام منطقه الطويل الرمانيه وحماده الراس النفيضه المنطقه الصناعيه واوضحت الشركه انه سيقع ارجاع التيار الكهربائي سابق انذار انتهاء الاشغال بالمناطق المذكوره وفق افاد البلاغ,القلعة الصغرى : شارع 7 نوفمبر ، شارع الحبيب بورقيبة ، الصباغين ، النقر ، شراقي ، حفرة شمام ، منطقة الطويل الرمانية وحمادة الراس. وأوضحت الشركة أنه سيقع إرجاع التيار الكهربائي دون سابق إنذار حسب إنتهاء الأشغال بالمناطق المذكورة وفق ما أفاد البلاغ. النفيضة : المنطقة الصناعية 2.
اليوم السبت عمال شركه متخصصه قطاع النسيج بسوسه وقفه احتجاجيه خلفيه وفاه زميلهم بالشركه وقال العمال تصريح جوهره صديقهم نوبه قلبيه تاخر نقله المستشفى نظرا لوجود تعليمات داخل الشركه المذكوره بعدم نقل مصاب الحصول المسؤولين,نفّذ اليوم السبت عمال شركة متخصصة في قطاع النسيج بسوسة وقفة احتجاجية على خلفية وفاة زميلهم بالشركة.
اعلنت وزاره الشؤون الثقافيه بلاغ اليوم الجمعه تعيين فوزي محفوظ مديرا عاما للمعهد الوطني للتراث خلفا لفتحي البحري وكان البحري استقالته رسميا منصبه لوزير الشؤون الثقافيه محمد زين العابدين يوم الجاري,أعلنت وزارة الشؤون الثقافية في بلاغ لها اليوم الجمعة عن تعيين فوزي محفوظ مديرا عاما للمعهد الوطني للتراث خلفا لفتحي البحري. وكان البحري قد قدّم إستقالته رسميا من منصبه لوزير الشؤون الثقافية محمد زين العابدين يوم 14 مارس الجاري.
قرر حافظ الامن اشرف النايلي اصيل منطقه الغريفات معتمديه الفحص الدخول اضراب جوع السبت مقر المنطقه الجهويه للحرس الوطني بزغوان احتجاجا عدم ايقاف شاب بتهديده ونعته بالطاغوت صرح الاحد لوكاله تونس افريقيا للانباء واشار حافظ الامن الصدد انه اثر تعرضه الى الشتم والتهديد تولى الفور اعلام مركز الحرس الوطني بالفحص ومدهم بهويه الشاب ومقر سكناه يتم استنطاقه واتخاذ الاجراءات اللازمه الغرض واضاف النيابه العموميه اذنت اعلامها بالحادثه باحاله الموضوع الى فرقه الابحاث بالمنطقه الجهويه للحرس الوطني بزغوان تولت اليوم استدعاء المشتكي والتحقيق معه وابقاءه حاله سراح يمثل الاثنين النيابه العموميه بزغوان حاله تقديم المصدر وذكر حافظ الامن انه سبق وان تعرض سنتين الى الاعتداء بالعنف الشديد الشخص بمعيه شبان اخرين,وذكر حافظ الأمن أنه سبق وأن تعرض منذ سنتين الى الإعتداء بالعنف الشديد من نفس الشخص بمعية شبان آخرين .
اكد الامين العام للاتحاد العام التونسي للشغل حسين العباسي ضروره التباحث الشان الوطني اولا يهم الوطن العربي القضيه الفلسطينيه خلال اللقاء سيجمع رباعي الراعي للحوار الوطني اليوم قصر الاليزيه رئيس الجمهوريه الفرنسيه فرنسوان هولند اليوم الجمعه واضاف العباسي اللقاء سيتطرق الى الوضع بؤر التوتر العالم المواقف الفرنسيه وذلك للقضاء الارهاب واشار العباسي تهميش القضيه الفلسطينيه خلال اللقاءات الدوليه الكبرى معتبرا الدوله الكبرى عليها تقوم باعاده تقييم لحل المشكل الفلسطيني القائم حد قوله,وأشار العباسي إلى تهميش القضية الفلسطينية خلال اللقاءات الدولية الكبرى معتبرا أن الدولة الكبرى عليها أن تقوم بإعادة تقييم لحل المشكل الفلسطيني القائم على حد قوله.
تمكنت وحدات الحرس البحري بالشابه التابعه لمنطقه الحرس البحري بالمهديه فجر اليوم السبت تحديدا مستوى شاطئ الدويرات احباط عمليه ابحار خلسه سيقوم قرابه شخصا ايطاليا وفق اكده مصدر امني لمراسل الجوهره وقد تم ايقاف شخصا لاذ البقيه بالفرار تم حجز شاحنه ثقيله وسيارتين وزورق سريع ومحركين لتر البنزين ومؤونه وبعض الاغراض الاخرى واضاف المصدر الابحاث مازالت متواصله للتعرف بقيه الاشخاص لاذوا بالفرار,وقد تم إيقاف 16 شخصا، فيما لاذ البقية بالفرار، كما تم حجز شاحنة ثقيلة وسيارتين وزورق سريع ومحركين و200 لتر من البنزين ومؤونة وبعض الأغراض الأخرى. وأضاف نفس المصدر أن الأبحاث مازالت متواصلة للتعرف على بقية الأشخاص الذين لاذوا بالفرار.
رئيس الجمهوريه الباجي قائد السبسي رفضه لسجن مستهلكي ماده الزطله المخدره لاول مره لان السجن مستقبل الشباب يدخل السجن نظيف يخرج مجرم وفق تعبيره واضاف الرئيس الممكن معاقبه مستهلك الزطله للمره الاولى بتوبيخ خطيه السجن مؤكدا تمسكه برايه وعدم التخلي عنه لفائده شباب تونس مشيرا تعطل مشروع القانون المعطل رفوف مجلس نواب الشعب وقال سيلتجا الاجتماع بمجلس الامن القومي يضم الرؤساء الثلاث والوزراء الساميين للاتفاق الغاء السجن لمستهلكي الزطله للمره الاولى وفي مجال الحقوق والحريات قال الرئيس حواره قناه نسمه انطلق الاستعداد لمجله الحريات الفرديه المنتظر تجهز موفى السنه الجاريه برئاسه شخصيه حقوقيه,"أكّد رئيس الجمهورية الباجي قائد السبسي رفضه لسجن مستهلكي مادة ""الزطلة"" المخدرة لأول مرة، لأن السجن يحطّم مستقبل الشباب فمن ""يدخل السجن نظيف يخرج مجرم""، وفق تعبيره. وقال إنه سيلتجأ إلى الاجتماع بمجلس الأمن القومي، الذي يضم الرؤساء الثلاث والوزراء الساميين، للاتفاق على إلغاء السجن لمستهلكي ""الزطلة"" للمرة الأولى."
تذكر وزاره النقل بلاغ صادر الثلاثاء وتفاديا للاختلاف تطبيق التعديلات تم ادخالها دوريه الفحص الفني للعربات والتي دخلت حيز التطبيق مستوى الفحص الفني ابتداء تاريخ سياره تحصلت شهاده فحص فني مسلمه بدايه تاريخ تتمتع بتمديد صلوحيه الشهاده بسنه اضافيه ويشمل الاجراء السيارات الخاصه يتراوح عمرها سنوات تاريخ تذكر الوزاره انه وقع اعفاء السيارات الخاصه وجوب عرضها الفحص الفني الدوري يتجاوز عمرها سنوات وابقاء دوريه الفحص الفني بالنسبه السيارات الخاصه سنه وذلك تجاوز عمرها سنوات العلم التمديد صلوحيه شهاده الفحص الفني يتم ضمنيا اجراء اضافي مستوى مراكز الفحص الفني,مع العلم أن التمديد في صلوحية شهادة الفحص الفني يتم ضمنيا دون أي إجراء إضافي على مستوى مراكز الفحص الفني. ويشمل هذا الإجراء كل السيارات الخاصة التي يتراوح عمرها بين 4 و 10 سنوات عند تاريخ 26 جويلية 2016.
افادت منظمه هيومن رايتس واتش اليوم بانه المنتظر تزور المستشاره الالمانيه انجيلا ميركل تونس والقاهره للقاء الدولتين ومسؤولين حكوميين وتعتزم المستشاره الالمانيه مناقشه زياده التعاون مجال مكافحه الهجره وعوده طالبي اللجوء طلباتهم ومواطنين يحملون وثائق المانيا البلدين وقالت منظمه هيومن رايتس واتش الزيارتين تاتي الوقت تبحث الدول الاوروبيه سبل لتصدير مسؤوليتها المهاجرين وطالبي اللجوء تكرار الصفقه الاتحاد الاوروبي وتركيا لاعاده المهاجرين يصلون الاتحاد الاوروبي تركيا ودول افريقيا ونبهت جوديث ساندرلاند مديره مشاركه قسم اوروبا واسيا الوسطى هيومن رايتس ووتش امكانيه عقد صفقات مشبوهه وهي صفقات يمكنها تضمن معامله كريمه وصول حقيقي اللجوء ويواجه المهاجرون يضبطون وهم يحاولون مغادره مصر بشكل قانوني الاعتقال ظروف بالغه السوء بحسب المنظمه الحقوقيه اضافت انه تونس اطار قانوني لحمايه اللاجئين وطالبي اللجوء وكانت السلطات التونسيه مراراكدت تملك الوسائل القدره استضافه الاشخاص يحتاجون حمايه دوليه,أفادت منظمة هيومن رايتس واتش اليوم بانه من المنتظر أن تزور المستشارة الألمانية أنجيلا ميركل تونس في 3 مارس والقاهرة في 2 مارس 2017، للقاء رئيسيّ الدولتين ومسؤولين حكوميين. وتعتزم المستشارة الألمانية مناقشة زيادة التعاون في مجال مكافحة الهجرة، وعودة طالبي اللجوء الذين رُفضت طلباتهم ومواطنين لا يحملون وثائق من ألمانيا إلى هذين البلدين. وكانت السلطات التونسية مرارأكدت لا تملك الوسائل أو القدرة على استضافة الأشخاص الذين يحتاجون إلى حماية دولية.
تعرض اليوم الجمعه تلميذ يدرس بالمدرسه الاعداديه برجيش ولايه المهديه الطعن بسلاح ابيض طرف تلميذين يدرسان بمركز التكوين المهني وقد تم نقل التلميذ المصاب المستشفى الجامعي الطاهر صفر بالمهديه تم ايقاف التلميذين الاخرين طرف الوحدات الامنيه وحسب الابحاث الاوليه فقد طلبا المتضرر سيجاره لكنه اعلمهما بانه لايدخن ولذلك عمدا افتكاك هاتفخ الجوال وعندما قاومهما استل احدهما سكينا وطعنه طعنات مستوى الظهر اكده مصدر امني لمراسل الجوهره اف ام بالجهه,تعرض صباح اليوم الجمعة 13 ماي 2016 تلميذ يدرس بالمدرسة الاعدادية برجيش من ولاية المهدية إلى الطعن بسلاح أبيض من طرف تلميذين يدرسان بمركز التكوين المهني. وقد تم نقل التلميذ المصاب إلى المستشفى الجامعي الطاهر صفر بالمهدية في حين تم إيقاف التلميذين الآخرين من طرف الوحدات الأمنية.
دخل اليوم الجمعه طلبه مدرسه علوم التمريض بقابس اضراب مفتوح الدراسه للمطالبه بانشاء قانون اساسي خاص بالممرضين سلم الترقيات وايقاف نزيف المؤسسات الخاصه ومنح خريجي المؤسسات العموميه اولويه التشغيل ويطالب الطلبه المضربون باصلاح المناهج التعليميه معاهد التمريض وفتح الافاق العلميه باحداث مسالك الماجستير والدكتوراه افادنا مراسل جوهره اف ام بالجهه,"ويطالب الطلبة المضربون بإصلاح المناهج التعليمية في معاهد التمريض وفتح الافاق العلمية بإحداث مسالك الماجستير والدكتوراه حسب ما أفادنا به مراسل جوهرة ""اف ام"" بالجهة."
نفذت عائله الرضيع لؤي اليوم الاربعاء وقفه احتجاجيه وقاموا رفقه عدد الاهالي بغلق مفترق حي الزهور بمدينه القصرين معتبرين وفاه ابنهم ناتج خطا طبي طاله بالمستشفى الجهوي بالقصرين تسبب تعكر صحته وادى الى وفاته وكان الطفل اصيب بنزله برد تم ايواءه اثرها بالمستشفى الجهوي بالقصرين نتيجه للاهمال وغياب المراقبه العائله تدهورت حالته الصحيه ادى لوفاته تطالب عائله الرضيع بحقها محاسبه المسؤولين وفاه ابنهم التجات اليوم للشارع تطالب بحقها تسلط الضوء الكارثه حلت مراسلنا الجهه,وكان الطفل قد أصيب بنزلة برد تم إيواءه على اثرها بالمستشفى الجهوي بالقصرين و نتيجة للإهمال وغياب المراقبة حسب العائلة تدهورت حالته الصحية ما أدى لوفاته أمس.
قال اليوم رئيس الهيئه العليا المستقله للانتخابات شفيق صرصار العتبه وراء اصدار قانون الانتخابات تونس بالاضافه سجال بشان مشاركه الامنيين الانتخابات عدمه واوضح ضيف بوليتيكا النواب اختلفوا حول العتبه وهي نسبه الاصوات المتحصل عليها والتي الحصول مقاعد انتخابيه واوضح الجدل يحوم شهر حول نسبتي بالمائه بالمائه محذرا تداعيات الامر المواطن الانتخابات البلديه,"قال اليوم رئيس الهيئة العليا المستقلة للانتخابات، شفيق صرصار، إن ""العتبة"" وراء تعطّل إصدار قانون الانتخابات في تونس بالإضافة إلى سجال بشأن مشاركة الأمنيين في الانتخابات من عدمه. وأوضح ضيف ""بوليتيكا"" أن النواب اختلفوا حول ""العتبة"" وهي نسبة الأصوات المتحصل عليها والتي تخوّل الحصول على مقاعد انتخابية. وأوضح أن الجدل يحوم منذ شهر جوان حول نسبتي 2 بالمائة أو 3 بالمائة، محذرا من تداعيات هذا الأمر على المواطن خاصة بتعطّل الانتخابات البلدية."
قال حاتم بن سالم رئيس المعهد التونسي للدراسات الاستراتيجيه حوار وكاله تونس افريقيا للانباء المعهد يدرس امكانيه التعاون خبراء تونسيين بؤر التوتر بهدف اجراء لقاءات عدد الارهابيين التونسيين الموقوفين السجون السوريه والعراقيه واشار بن سالم وجود مئات التونسيين المحتجزين السجون السوريه والعراقيه والى المعهد التونسي للدراسات الاستراتيجيه يدرس امكانيه التعاون خبراء تونسيين بؤر التوتر بهدف اجراء لقاءات عدد المساجين قائلا لدينا شخص سيقوم بعمليه تصوير اللقاءات واجراء حوارات المساجين وتم تكليف المعهد التونسي للدراسات الاستراتيجيه هيكل تابع لرئاسه الجمهوريه باعداد دراسه حول ظاهره الارهابيين التونسيين بالخارج تهدف تقييم درجه خطوره التهديد الارهابي خلال دراسه الدوافع الكامنه وراء التحاق الشباب بالجماعات الارهابيه وكذلك خطاباتهم وسلوكهم ومسار تجنيدهم وتسفيرهم وهي دراسه ينتظر تقدم استكمالها رئاسه الحكومه وكشف بن سالم الفريق العامل اعداد الدراسه والمتكون خبراء واخصائيين النفس وقضاه واساتذه جامعيين ومختصين الخطاب الديني تحولوا مؤسسات سجنيه تونس وهم بصدد طرح الاسئله الارهابيين واوضح معدى الدراسه يعملون فهم وتفسير الظاهره الارهابيه تكون تونس مستعده للمستقبل معتبرا الحكومه مطالبه بان تقرر وبسرعه عاجله تكليف ثله الخبراء بوضع استراتيجيه للوقايه الافه ومقاومتها لوضع حد لمساله الارهابيين التونسيين بالخارج وافاد بانه سيتم تنظيم ورشات عمل بالتعاون ائمه يشارك خبراء اجانب يستعرضون وجهات نظرهم حول الموضوع خبراء فرنسا سيزورون تونس قريبا للنقاش حول الظاهره والى جانب الامكانيات الخاصه للمعهد التونسي للدراسات الاستراتيجيه الدراسات تم تمويلها منظمات هولنديه,وإلى جانب الإمكانيات الخاصة للمعهد التونسي للدراسات الاستراتيجية، فإن هذه الدراسات قد تم تمويلها من قبل منظمات هولندية. وهي دراسة ينتظر أن تقدم بعد استكمالها إلى رئاسة الحكومة.
اشعاع دولي جديد للكفاءات التونسيه يتحقق يتمثل مشروع علمي للقضاء التلوث الهواء احرزت التلميذه ايمان النوري المعهد النموذجي بقابس الميداليه الذهبيه وجائزه احسن امراه مخترعه المسابقه العالميه للاختراعات والمجسمات انتظمت بتايوان الجاري التلميذه تدرس بالباكالوريا اختصاص التقنيه واصيله معتمديه الصخيره ولايه صفاقس تم اليوم الثلاثاء تكريمها والي قابس احمد الامين الانصاري وقد شاركت ايمان النوري المسابقه العالميه ببحث معمق تطلب سنتان الجهد والمثابره وقدمت خلاله حلا مناسبا لمشكل التلوث الهوائي شكل مجسم صغير يمكن تطويره جهاز كبير توفر التمويل اللازم لذلك التلميذه المتميزه حديثه العهد بالتتويجات وبتشريف تونس المحافل العلميه الدوليه فقد سبق تحصلت جائزه جمعيه العلامات التجاريه وبراءات الاختراع بامريكا وعلى ميداليه ذهبيه شركه قطريه تحصلت المرتبه الاولى مسابقه تطبيقات الفضاء نظمتها بتونس وكاله الفضاء الامريكيه النازا وعلى جوائز اخرى عديده وتامل ايمان النوري انطلق نشاطها العلمي سنوات بنادي العلوم بالمدرسه الاعداديه النموذجيه بقابس مزيد دعم مكاسبها العلميه يمكنها تحقيق منجزات علميه جديده وقد اكدت بمناسبه تكريمها انها وجدت اسرتها عديد الاساتذه خير حافز للاقبال البحث والتحصيل العلمي,وتأمل إيمان النوري التي انطلق نشاطها العلمي منذ ثلاث سنوات بنادي العلوم بالمدرسة الإعدادية النموذجية بقابس في مزيد دعم مكاسبها العلمية بما يمكنها من تحقيق منجزات علمية جديدة. هذه التلميذة التي تدرس بالباكالوريا في اختصاص التقنية وأصيلة معتمدية الصخيرة من ولاية صفاقس، تم اليوم الثلاثاء تكريمها من قبل والي قابس أحمد الأمين الأنصاري. وقد أكدت، بمناسبة تكريمها، أنها وجدت من أسرتها ومن عديد الأساتذة خير حافز للإقبال على البحث والتحصيل العلمي.
اكد عضو تنسيقيه اعتصام الكامور علاء الدين الونيسي مداخله بولتيكا اليوم الخميس خطاب رئيس الجمهوريه يوم قوبل بالامتعاض وخلف احتقانا اهالي تطاوين ومعتصمي الكامور بسبب نبرات التهديد والاحتقار الصادره رئيس الجمهوريه تجاههم قوله واضاف رئيس الجمهوريه يتحدث بلهجه احتقار ويحكي بلغه شديده فقط لانهم طالبوا بحقهم الثروات الموجوده اراضيهم واوضح الخطاب زادهم اصرارا مواصله اعتصامهم السلمي تحقيق مطالبهم مؤكدا الجيش التونسي يقوم بعمله كالعاده يؤمن المناطق وهذا بجديد الجيش تعبيره واكد انهم انتظار وفد حكومي برئاسه وزير التشغيل لعرض مطالبهم والتاكيد عليها وانهم سيواصلون التصعيد والتحركات السلميه يحصلوا حقوقهم,وأضاف أن رئيس الجمهورية كان يتحدث بلهجة احتقار ويحكي و بلغة شديدة فقط لأنهم طالبوا بحقهم في الثروات الموجودة على أراضيهم . وأكد أنهم في انتظار وفد حكومي برئاسة وزير التشغيل لعرض مطالبهم والتأكيد عليها وأنهم سيواصلون التصعيد والتحركات السلمية ما لم يحصلوا على حقوقهم.
قال رئيس الهيئه العليا المستقله للانتخابات شفيق صرصار يتم تحديد موعد لاجراء الانتخابات البلديه التاريخ الارجح يحظى بتوافق الاغلبيه تتجاوز الانتخابات سنه واضاف تصريح اليوم لمراسل الجوهره الهيئه اعدت وثيقه تتضمن مقترحات تخص رزنامه اجراء الانتخابات البلديه مشيرا انه تم عرض الوثيقه اليوم رئيس الحكومه ورئيس مجلس نواب الشعب انتظار عقد لقاء نهايه الاسبوع الحالي رئيس الجمهوريه واكد صرصار الهيئه ستعقد ندوه صحفيه ستعلن رسميا موعد اجراء الانتخابات البلديه,وأكد صرصار أن الهيئة ستعقد فيما بعد ندوة صحفية ستعلن فيها رسميا عن موعد إجراء الانتخابات البلدية.
